State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
Nebraska,103,408,0,0,0,160,91,27,155,82,13,254,103,11,8,3,2,1,0
Minnesota,79,408,0,1,32,50,62,8,201,87,17,146,121,6,4,4,1,2,0
Nevada,89,415,0,0,0,134,59,22,156,152,13,197,112,8,10,5,2,1,0
California,120,415,0,0,0,252,110,42,226,103,19,155,83,7,13,3,3,1,0
Utah,121,415,0,1,41,215,95,36,241,92,20,147,108,6,9,3,2,1,0
Illinois,101,415,0,0,0,124,66,21,257,85,21,193,115,8,13,4,3,0,0
District of Columbia,115,408,0,0,0,178,114,30,271,96,23,245,94,11,16,5,4,2,0
Indiana,168,415,0,0,0,183,131,31,179,73,15,292,100,13,9,5,2,2,0
Mississippi,70,510,0,0,0,147,105,25,200,135,17,234,65,10,12,9,3,3,0
Vermont,138,415,0,0,0,230,107,39,212,120,18,174,119,7,13,4,3,1,0
Vermont,43,408,0,0,0,135,125,23,163,88,13,229,106,10,12,3,3,0,0
Utah,117,510,0,1,20,205,98,34,136,107,11,159,147,7,8,3,2,2,0
Kentucky,108,408,0,0,0,73,105,12,143,114,12,170,98,7,10,3,2,2,0
Virginia,118,408,0,0,0,189,119,32,233,112,19,270,104,12,10,1,2,2,0
Arizona,62,408,0,1,42,137,95,23,184,94,15,231,70,10,10,3,2,0,0
New York,86,510,0,0,0,70,125,12,211,113,17,174,107,7,0,0,0,2,0
Virginia,44,408,0,0,0,204,117,34,205,94,17,164,84,7,10,5,2,0,0
Maryland,111,510,0,0,0,123,88,20,213,84,18,184,88,8,12,2,3,5,1
Massachusetts,127,510,0,1,19,129,115,22,160,101,13,265,63,11,12,3,3,2,0
Illinois,151,415,1,0,0,198,70,33,209,106,17,281,126,12,12,4,3,0,0
Pennsylvania,137,415,0,0,0,215,76,36,145,118,12,186,129,8,12,4,3,1,0
Tennessee,106,415,0,0,0,119,142,20,228,139,19,197,61,8,8,9,2,2,0
New Jersey,88,510,0,0,0,144,116,24,156,74,13,214,90,9,7,10,2,3,0
Virginia,106,415,0,0,0,235,121,39,220,87,18,236,91,10,11,4,3,1,0
New Jersey,57,510,1,0,0,115,65,19,122,96,10,245,75,11,6,1,1,0,1
Washington,184,408,0,0,0,151,93,25,178,77,15,229,111,10,13,8,3,2,0
Arkansas,109,510,0,0,0,153,102,26,234,77,19,329,74,14,9,9,2,3,0
Wisconsin,127,415,0,0,0,218,93,37,149,130,12,204,131,9,9,5,2,2,0
Maine,174,415,0,0,0,190,98,32,252,70,21,220,97,9,7,9,1,2,0
Colorado,92,415,0,0,0,184,60,31,262,73,22,239,120,10,12,6,3,2,1
Colorado,81,408,0,0,0,115,99,19,224,117,19,152,98,6,18,2,4,1,0
Connecticut,119,408,0,0,0,294,100,50,232,53,19,195,64,8,9,1,2,0,1
North Carolina,122,415,0,0,0,215,86,36,167,59,14,207,67,9,6,8,1,3,0
Wyoming,34,408,0,0,0,128,80,21,208,93,17,202,103,9,14,7,3,1,0
Florida,90,415,0,1,24,71,82,12,181,103,15,186,111,8,12,1,3,1,0
Kentucky,73,408,0,0,0,94,121,16,253,83,21,175,86,7,14,2,3,2,0
South Carolina,19,510,0,0,0,259,116,44,269,109,22,175,130,7,9,3,2,1,1
Washington,120,408,0,1,28,215,123,36,285,76,24,192,78,8,6,3,1,1,0
Montana,160,415,0,0,0,97,113,16,268,69,22,255,62,11,13,4,3,3,0
Pennsylvania,141,510,0,0,0,146,121,24,169,125,14,238,112,10,8,5,2,0,0
Vermont,72,415,0,0,0,139,117,23,223,96,19,240,93,10,12,4,3,2,0
Minnesota,117,408,0,1,21,153,112,26,263,110,22,135,85,6,11,7,3,1,0
Illinois,79,408,1,0,0,103,134,17,319,111,27,239,124,10,8,4,2,2,0
Arkansas,87,408,0,0,0,185,119,31,192,83,16,200,96,9,6,4,1,1,0
Montana,49,408,0,0,0,236,91,40,220,146,18,146,114,6,8,2,2,1,0
Vermont,67,408,0,0,0,260,107,44,208,104,17,207,115,9,10,2,2,6,0
Colorado,107,415,0,0,0,167,100,28,163,79,13,185,100,8,6,5,1,2,0
Washington,118,510,0,0,0,113,80,19,150,87,12,204,115,9,10,4,2,2,0
Tennessee,120,415,0,0,0,185,133,31,235,149,19,256,78,11,16,6,4,0,0
Arkansas,94,408,0,0,0,136,114,23,165,118,14,137,71,6,9,5,2,0,0
District of Columbia,115,510,0,1,29,222,81,37,190,109,16,201,87,9,11,2,3,1,0
Minnesota,61,415,0,0,0,197,67,33,264,106,22,210,116,9,9,6,2,1,0
Kansas,110,510,0,0,0,208,69,35,95,94,8,178,129,8,8,11,2,1,0
North Dakota,104,415,0,0,0,118,92,20,177,109,15,255,98,11,12,4,3,1,0
Montana,16,510,0,0,0,153,65,26,229,90,19,148,94,6,10,8,2,1,0
District of Columbia,147,408,0,0,0,168,92,28,187,107,15,216,95,9,14,8,3,2,0
Mississippi,102,510,1,0,0,224,81,38,243,90,20,147,66,6,12,8,3,3,0
Iowa,64,415,0,1,43,118,100,20,144,108,12,158,91,7,8,6,2,1,0
Alaska,103,510,0,0,0,190,62,32,226,53,19,230,96,10,7,3,2,2,0
Minnesota,152,415,0,0,0,317,60,54,152,100,13,123,63,5,10,7,2,1,1
West Virginia,124,415,0,0,0,312,112,53,180,109,15,168,94,7,12,4,3,1,1
Oregon,97,415,0,0,0,146,121,24,203,141,17,151,120,6,13,2,3,1,0
Mississippi,131,415,0,0,0,131,95,22,179,109,15,251,129,11,15,3,4,1,1
Maine,57,415,0,1,33,193,105,32,231,79,19,226,90,10,11,11,3,2,0
Minnesota,157,510,0,0,0,185,92,31,213,85,18,196,85,8,8,5,2,2,0
Georgia,194,510,0,0,0,193,106,32,169,150,14,225,122,10,11,4,3,0,0
District of Columbia,66,415,0,0,0,146,107,24,196,99,16,230,106,10,7,2,2,1,0
New York,123,415,0,0,0,123,104,20,190,117,16,170,95,7,12,5,3,4,1
Oklahoma,116,510,0,0,0,205,90,34,140,114,11,272,96,12,7,4,2,2,0
Oklahoma,63,415,0,0,0,128,78,21,240,133,20,237,121,10,12,6,3,1,0
Georgia,64,510,0,0,0,216,78,36,211,115,17,179,116,8,11,5,3,3,0
New Jersey,96,510,0,0,0,150,122,25,218,116,18,212,89,9,9,1,2,3,0
Maine,105,510,0,0,0,212,113,36,226,128,19,193,114,8,8,7,2,3,0
Michigan,53,510,0,1,37,167,99,28,194,99,16,236,112,10,12,9,3,2,0
Nebraska,129,510,0,1,30,177,95,30,211,102,18,240,108,10,9,7,2,3,0
Vermont,93,408,0,0,0,149,120,25,200,85,17,181,107,8,14,9,3,0,0
Alabama,25,408,0,0,0,264,80,45,281,66,23,166,80,7,8,4,2,1,1
District of Columbia,73,408,0,0,0,122,92,20,138,114,11,224,128,10,5,5,1,1,0
Delaware,97,510,0,0,0,225,90,38,279,127,23,233,103,10,8,4,2,0,1
New York,148,408,0,0,0,208,120,35,174,99,14,310,105,13,11,4,3,1,0
Alabama,85,408,0,1,30,173,107,29,247,101,21,158,104,7,11,5,3,1,0
Oklahoma,86,510,1,0,0,162,131,27,167,102,14,128,118,5,11,2,3,2,1
Mississippi,78,415,0,1,13,281,93,47,178,101,15,244,129,10,6,5,1,2,0
Maryland,106,415,0,0,0,208,89,35,169,67,14,102,90,4,15,4,4,3,0
Arkansas,145,415,0,0,0,224,89,38,314,121,26,182,121,8,16,3,4,1,1
Illinois,91,415,0,0,0,189,100,32,239,107,20,89,89,4,9,3,2,3,0
Louisiana,69,415,0,1,37,155,98,26,142,105,12,143,117,6,5,4,1,1,0
Idaho,135,510,0,0,0,154,130,26,203,90,17,158,59,7,11,3,3,0,0
Kentucky,73,510,0,0,0,234,102,39,195,110,16,253,71,11,8,8,2,2,0
Michigan,48,415,0,0,0,240,88,40,141,117,11,128,137,5,7,9,1,1,0
New Hampshire,125,415,1,0,0,298,78,50,270,142,22,107,84,4,12,2,3,0,1
West Virginia,100,415,0,0,0,166,102,28,236,97,20,134,93,6,10,4,2,1,0
South Dakota,64,415,0,0,0,174,98,29,180,103,15,179,89,8,10,2,2,2,0
Maryland,116,510,1,1,27,175,137,29,210,60,17,294,121,13,6,5,1,1,0
North Dakota,147,408,1,1,35,157,109,26,189,67,16,227,76,10,11,2,3,3,1
Missouri,84,415,0,1,35,207,138,35,201,116,17,164,107,7,7,16,2,4,0
Illinois,86,510,0,1,16,144,105,24,206,111,17,255,117,11,11,2,3,4,0
Utah,134,415,0,0,0,258,85,44,129,114,11,193,106,8,10,7,2,2,0
Michigan,105,415,0,0,0,226,106,38,182,77,15,203,107,9,11,2,3,0,1
Arkansas,88,408,0,0,0,152,119,25,171,107,14,257,106,11,12,5,3,2,0
Alaska,86,408,0,0,0,150,85,25,295,88,25,247,104,11,12,1,3,1,0
New Hampshire,141,415,0,1,32,322,92,54,283,107,24,209,111,9,6,3,1,1,1
New Mexico,148,408,0,0,0,153,148,26,262,87,22,225,99,10,9,3,2,2,0
Minnesota,163,408,0,1,22,215,91,36,138,102,11,146,109,6,12,2,3,2,0
Iowa,89,415,0,1,35,174,108,29,196,100,16,127,74,5,11,3,3,1,0
Rhode Island,63,415,0,0,0,180,126,30,230,98,19,232,73,10,10,3,2,0,0
Alabama,102,415,0,0,0,123,106,20,182,102,15,244,75,11,12,7,3,2,0
South Dakota,104,408,0,0,0,200,92,34,118,87,10,236,65,10,6,6,1,2,0
Montana,63,415,0,1,33,184,111,31,312,89,26,264,55,11,12,4,3,1,0
Kentucky,105,415,0,1,24,274,99,46,193,118,16,299,109,13,10,3,2,3,0
District of Columbia,68,415,1,1,39,142,140,24,241,89,20,302,72,13,11,5,3,1,0
Colorado,63,408,1,1,21,151,99,25,147,89,12,210,114,9,10,4,2,1,0
Kansas,91,408,1,0,0,246,110,41,182,98,15,157,106,7,12,2,3,2,1
North Carolina,101,415,0,0,0,232,114,39,186,123,15,153,122,6,11,6,3,5,0
South Carolina,116,408,0,0,0,288,120,48,255,90,21,233,99,10,13,4,3,0,1
Colorado,131,415,0,1,23,170,145,29,236,93,20,294,100,13,12,1,3,1,0
Minnesota,84,415,0,0,0,216,114,36,197,107,16,217,104,9,9,3,2,1,0
Wyoming,104,415,0,0,0,138,100,23,215,58,18,164,98,7,4,4,1,2,0
Florida,108,510,0,0,0,210,112,35,238,73,20,253,90,11,9,5,2,3,0
New York,111,415,0,0,0,181,117,30,158,91,13,266,123,11,9,9,2,0,0
Oklahoma,155,408,0,1,30,61,103,10,255,110,21,225,96,10,12,5,3,1,0
Maine,66,510,0,0,0,207,85,35,196,112,16,261,83,11,6,3,1,1,0
Nebraska,64,510,0,0,0,219,73,37,167,65,14,161,119,7,10,5,2,1,0
Ohio,69,415,0,0,0,227,122,38,258,111,21,169,87,7,8,1,2,2,0
District of Columbia,101,415,0,0,0,257,84,43,184,115,15,108,109,4,13,7,3,0,0
New Jersey,88,415,0,0,0,301,136,51,257,72,21,132,118,5,13,2,3,4,1
Iowa,197,415,0,0,0,233,96,39,218,111,18,182,109,8,9,3,2,0,0
Virginia,50,415,1,0,0,99,108,16,308,102,26,161,62,7,13,6,3,2,1
New Mexico,188,415,1,1,26,198,115,33,166,67,14,198,118,8,14,3,3,1,1
Florida,85,408,1,0,0,116,86,19,229,127,19,204,109,9,10,3,2,3,0
Rhode Island,103,510,1,0,0,255,128,43,140,92,11,308,130,13,12,2,3,1,1
New Jersey,136,408,0,1,27,187,84,31,221,147,18,145,110,6,10,4,2,3,0
Nebraska,155,408,0,1,21,195,91,33,213,84,18,88,111,3,8,4,2,0,0
West Virginia,145,415,0,0,0,129,97,22,185,101,15,204,106,9,1,2,0,2,0
Wyoming,116,510,0,1,12,221,108,37,151,118,12,179,80,8,9,6,2,2,0
South Carolina,152,408,0,0,0,140,92,23,186,96,15,227,89,10,9,5,2,2,0
Mississippi,65,415,1,0,0,277,123,47,155,112,13,256,71,11,9,10,2,0,1
North Dakota,180,415,0,0,0,224,105,38,250,101,21,216,73,9,6,5,1,3,1
Illinois,67,415,0,0,0,109,117,18,217,124,18,188,141,8,12,6,3,0,0
Oregon,60,415,0,0,0,207,109,35,123,112,10,291,115,13,5,9,1,0,0
Iowa,44,415,0,0,0,308,139,52,150,94,12,198,66,8,7,3,1,4,1
Maine,25,510,0,0,0,242,69,41,209,117,17,219,82,9,14,6,3,2,0
Wyoming,145,408,0,0,0,229,82,39,138,103,11,250,109,11,3,3,0,1,0
Wisconsin,122,510,0,1,28,166,62,28,233,88,19,170,84,7,7,3,2,2,0
South Carolina,121,415,0,0,0,144,126,24,200,82,17,208,81,9,13,9,3,0,1
District of Columbia,55,510,1,0,0,106,77,18,123,100,10,96,92,4,12,3,3,0,0
Connecticut,77,415,0,0,0,221,84,37,166,125,14,210,72,9,13,4,3,1,0
Oregon,12,415,0,0,0,204,98,34,212,90,18,182,95,8,9,7,2,2,0
Oregon,64,510,0,0,0,213,93,36,166,114,14,122,78,5,14,3,3,3,0
Nevada,92,415,0,1,44,152,95,25,274,73,23,162,121,7,10,1,2,2,0
Minnesota,125,415,1,1,29,260,81,44,163,112,13,271,117,12,17,6,4,1,1
Oklahoma,160,408,0,0,0,166,117,28,317,129,26,160,121,7,10,2,2,1,0
Kansas,79,415,0,0,0,177,83,30,167,84,14,223,142,10,15,8,4,0,0
Rhode Island,36,415,0,0,0,235,97,39,196,104,16,259,110,11,7,7,1,3,0
Illinois,138,408,1,0,0,268,81,45,174,115,14,193,96,8,11,4,3,1,0
Wisconsin,72,408,0,0,0,179,113,30,149,112,12,168,79,7,9,7,2,2,0
Michigan,74,415,0,0,0,314,86,53,222,99,18,259,121,11,12,5,3,3,1
Michigan,134,415,0,1,41,162,82,27,324,77,27,160,112,7,11,5,3,0,0
Massachusetts,145,415,0,0,0,175,89,29,274,119,23,226,69,10,12,4,3,1,0
Alabama,136,510,0,0,0,109,91,18,207,111,17,135,107,6,11,5,3,0,0
Wisconsin,66,415,1,0,0,208,84,35,173,88,14,264,107,11,8,3,2,3,0
Vermont,152,510,0,1,20,214,108,36,96,82,8,170,145,7,7,5,2,1,0
Connecticut,162,408,0,0,0,49,121,8,143,136,12,203,97,9,12,13,3,1,0
Oregon,72,510,0,0,0,141,133,24,134,96,11,227,97,10,11,3,3,2,0
Hawaii,101,415,0,0,0,253,89,43,237,114,20,154,85,6,9,7,2,4,0
West Virginia,125,415,0,0,0,206,128,35,198,71,16,135,116,6,13,3,3,0,0
Rhode Island,46,408,0,0,0,40,105,6,172,83,14,145,89,6,9,2,2,2,0
Michigan,132,408,0,0,0,291,104,49,234,132,19,191,87,8,8,3,2,1,1
Maine,193,415,0,1,31,71,58,12,124,105,10,155,108,7,11,3,3,0,0
West Virginia,63,510,0,0,0,261,69,44,245,135,20,202,94,9,14,4,3,0,1
Nebraska,124,510,0,0,0,191,134,32,261,113,22,182,111,8,10,3,2,1,0
District of Columbia,144,415,0,0,0,133,101,22,255,127,21,228,68,10,11,2,3,0,0
New Hampshire,97,408,0,1,28,283,93,48,185,98,15,312,78,14,6,8,1,1,0
West Virginia,137,510,0,1,50,186,94,31,178,106,15,215,100,9,12,4,3,2,0
Illinois,142,415,0,1,38,163,104,27,136,114,11,249,127,11,4,6,1,0,0
New Hampshire,119,415,0,1,19,178,110,30,212,100,18,226,123,10,10,6,2,1,0
Michigan,158,415,0,0,0,195,103,33,89,95,7,302,82,13,10,3,2,1,0
North Dakota,50,415,0,0,0,295,127,50,127,100,10,166,105,7,9,6,2,1,0
Louisiana,98,408,0,0,0,136,82,23,156,118,13,158,83,7,10,5,2,2,0
Hawaii,101,415,0,1,24,114,95,19,161,86,13,176,90,7,13,9,3,2,0
West Virginia,51,408,0,0,0,169,111,28,139,69,11,197,87,8,12,3,3,0,0
North Carolina,117,510,0,0,0,214,94,36,138,149,11,148,102,6,9,1,2,2,0
Pennsylvania,92,415,1,0,0,255,125,43,142,111,12,181,101,8,11,3,3,0,0
Wyoming,122,415,0,0,0,119,93,20,223,103,19,211,122,9,8,4,2,2,0
New Jersey,156,408,0,1,27,192,137,32,199,115,16,244,112,10,14,8,4,1,0
New Jersey,127,510,0,0,0,245,91,41,217,92,18,243,128,10,13,6,3,0,1
New Mexico,158,408,0,0,0,172,114,29,256,69,21,235,104,10,0,0,0,2,0
Mississippi,145,510,1,1,30,175,107,29,153,116,13,233,85,10,11,3,3,1,0
Texas,90,415,1,1,26,169,104,28,188,104,16,213,76,9,13,3,3,0,1
Idaho,109,415,0,0,0,184,143,31,211,105,17,243,116,10,9,2,2,1,0
Alabama,88,415,0,0,0,181,90,30,151,87,12,143,100,6,7,3,2,1,0
Wyoming,101,510,0,1,9,160,116,27,210,121,17,139,65,6,10,9,2,0,0
Virginia,21,415,0,0,0,223,142,37,216,114,18,214,111,9,12,2,3,1,0
West Virginia,145,408,0,1,31,216,94,36,225,123,19,234,109,10,10,1,2,2,0
California,33,408,0,0,0,159,115,27,195,118,16,102,86,4,7,7,1,1,0
Pennsylvania,61,408,0,1,40,105,78,17,180,100,15,174,115,7,10,2,2,2,1
Colorado,107,415,0,0,0,204,108,34,162,110,13,155,102,6,13,1,3,3,0
Maryland,147,408,0,0,0,274,92,46,231,82,19,283,83,12,6,1,1,0,1
Alabama,95,415,0,0,0,229,116,39,202,110,17,171,105,7,14,6,3,1,0
Michigan,128,415,0,0,0,179,94,30,270,92,22,191,88,8,7,4,2,0,0
South Carolina,107,415,0,0,0,206,79,35,262,117,22,149,69,6,10,3,2,0,0
Oklahoma,35,415,0,0,0,179,59,30,283,101,24,285,83,12,5,7,1,2,0
Illinois,137,408,1,0,0,237,103,40,176,84,15,263,81,11,14,4,3,0,1
Tennessee,88,415,0,0,0,181,116,30,187,119,15,220,96,9,10,7,2,1,0
North Carolina,116,408,0,1,19,155,104,26,185,118,15,192,116,8,8,2,2,3,0
Rhode Island,123,510,0,1,23,245,88,41,265,105,22,239,108,10,14,3,4,2,0
Virginia,146,415,1,0,0,111,126,18,313,95,26,215,82,9,10,6,2,1,0
Kentucky,106,510,0,1,9,88,100,15,324,109,27,79,86,3,8,4,2,3,0
Nevada,121,408,0,1,44,116,85,19,150,120,12,246,98,11,12,2,3,1,0
Wisconsin,137,510,0,0,0,155,81,26,133,94,11,253,77,11,9,2,2,1,0
Nebraska,67,510,0,1,31,175,68,29,199,73,16,219,99,9,13,6,3,1,0
Wisconsin,161,408,0,0,0,154,84,26,177,125,15,172,90,7,5,2,1,4,1
Maine,62,415,1,1,32,218,93,37,236,132,20,192,137,8,13,3,3,0,1
Wyoming,120,415,0,1,24,227,81,38,234,71,19,166,128,7,9,13,2,1,0
Indiana,130,408,0,1,30,185,117,31,249,141,21,157,103,7,7,7,2,0,0
Wisconsin,20,408,0,0,0,186,89,31,253,51,21,273,105,12,12,6,3,2,0
California,112,415,0,0,0,208,150,35,212,104,18,178,98,8,8,4,2,0,0
Indiana,77,408,0,0,0,185,95,31,212,98,18,282,81,12,11,4,3,3,0
South Carolina,109,415,0,0,0,222,74,37,169,75,14,264,94,11,9,3,2,2,0
Indiana,108,415,0,0,0,201,101,34,170,86,14,237,113,10,11,3,3,3,0
Iowa,79,415,0,1,17,167,114,28,243,93,20,211,114,9,9,2,2,1,0
Minnesota,38,510,0,0,0,175,109,29,211,97,18,137,109,6,9,3,2,5,1
Arkansas,109,415,0,1,29,111,90,18,263,98,22,224,128,10,9,6,2,6,1
Mississippi,78,415,0,0,0,87,74,14,214,58,18,201,147,9,10,6,2,1,0
Minnesota,134,415,0,0,0,244,99,41,246,111,20,200,133,9,7,2,1,0,0
Washington,47,415,0,1,27,165,89,28,127,118,10,284,95,12,7,4,2,2,0
Mississippi,59,408,0,1,27,127,110,21,103,99,8,164,73,7,9,3,2,0,0
Idaho,151,415,0,0,0,194,106,33,292,103,24,224,82,10,5,3,1,0,0
North Carolina,129,415,0,0,0,54,131,9,256,105,21,176,135,7,11,4,3,1,0
Virginia,107,510,0,1,27,283,104,48,224,152,19,241,63,10,14,7,3,2,0
Montana,137,408,1,0,0,258,112,43,246,117,20,173,100,7,10,3,2,0,1
Michigan,76,510,0,0,0,90,142,15,211,75,17,194,76,8,9,2,2,1,0
Hawaii,24,415,0,0,0,235,132,40,115,129,9,185,136,8,16,2,4,0,0
North Carolina,169,408,0,0,0,142,82,24,231,110,19,131,67,5,10,4,2,2,0
Minnesota,30,408,0,0,0,54,68,9,179,96,15,247,101,11,10,8,2,1,0
West Virginia,70,415,0,0,0,214,87,36,131,114,11,216,104,9,9,3,2,3,0
South Dakota,52,510,1,0,0,251,118,42,196,80,16,192,53,8,11,2,2,0,1
Hawaii,3,408,0,0,0,139,99,23,250,108,21,286,87,12,6,3,1,4,0
Mississippi,38,415,0,0,0,117,114,19,208,105,17,203,98,9,14,2,3,2,0
New York,104,415,0,0,0,264,108,44,132,75,11,177,91,8,10,8,2,3,0
Louisiana,27,408,0,0,0,82,105,14,204,99,17,224,122,10,9,4,2,1,0
Massachusetts,13,408,0,0,0,220,100,37,211,79,17,259,112,11,13,8,3,2,0
Alaska,52,408,0,0,0,217,104,36,152,83,12,134,109,6,11,4,3,2,0
South Dakota,114,415,0,1,25,129,77,21,290,110,24,177,110,7,11,5,3,1,0
Colorado,156,408,0,0,0,150,106,25,152,112,13,215,86,9,3,3,0,1,0
West Virginia,62,415,0,0,0,189,122,32,103,95,8,180,106,8,10,5,2,2,0
Maine,52,510,0,0,0,129,80,21,142,101,12,258,89,11,12,4,3,3,0
New Hampshire,146,510,0,0,0,115,77,19,213,100,18,218,72,9,10,6,2,1,0
Rhode Island,120,415,0,1,23,221,114,37,254,84,21,250,117,11,7,5,1,2,0
Wisconsin,90,408,0,0,0,61,91,10,194,94,16,143,80,6,11,9,3,1,0
New Mexico,147,408,1,0,0,183,113,31,164,110,14,111,87,5,10,4,2,1,0
Wyoming,159,415,0,0,0,167,68,28,143,74,12,140,111,6,10,3,2,0,1
Illinois,74,510,0,1,27,154,122,26,195,150,16,276,86,12,13,2,3,4,0
Michigan,87,415,0,0,0,198,80,33,187,89,15,133,96,6,16,4,4,2,0
Virginia,99,510,0,0,0,128,78,21,215,120,18,143,140,6,14,9,3,2,0
South Dakota,131,510,0,0,0,187,110,31,200,101,17,202,125,9,10,11,2,2,0
Alabama,89,510,0,0,0,129,71,21,214,68,18,214,100,9,10,4,2,5,1
Mississippi,123,415,1,0,0,125,106,21,128,96,10,251,129,11,6,6,1,4,1
Mississippi,130,510,0,1,26,257,108,43,224,122,19,204,118,9,12,4,3,1,0
Hawaii,99,415,0,0,0,124,90,21,146,70,12,169,95,7,10,6,2,1,0
West Virginia,36,408,0,0,0,175,144,29,216,69,18,243,146,10,9,3,2,1,0
West Virginia,87,415,0,0,0,124,91,21,173,105,14,256,109,11,7,5,2,3,0
West Virginia,139,415,0,0,0,271,130,46,156,131,13,136,108,6,11,9,3,2,0
Indiana,189,510,0,0,0,219,80,37,143,117,12,130,69,5,11,7,3,1,0
New Mexico,96,415,0,1,33,183,115,31,201,87,17,177,84,7,10,15,2,3,0
Delaware,112,408,0,0,0,101,119,17,214,67,18,179,112,8,10,5,2,2,0
New Jersey,108,415,0,1,41,171,110,29,136,78,11,183,103,8,10,7,2,0,0
Rhode Island,121,510,0,1,20,211,110,36,215,120,18,238,107,10,9,2,2,0,0
South Dakota,116,415,0,0,0,63,101,10,195,95,16,210,87,9,10,6,2,1,0
New Hampshire,161,415,0,0,0,173,100,29,213,74,18,141,69,6,11,4,3,1,0
Alabama,19,415,1,0,0,237,98,40,207,121,17,182,95,8,4,4,1,0,0
Idaho,119,415,1,1,32,173,101,29,209,93,17,231,91,10,12,4,3,0,0
Maryland,125,415,0,0,0,224,102,38,143,87,12,198,105,8,8,2,2,0,0
Indiana,156,510,0,0,0,237,122,40,181,91,15,185,151,8,7,4,2,1,0
Wyoming,109,415,0,0,0,137,128,23,217,116,18,182,86,8,10,5,2,2,0
New Hampshire,95,510,0,0,0,142,109,24,176,107,14,189,88,8,8,3,2,2,0
Minnesota,90,408,0,0,0,142,126,24,126,118,10,274,71,12,4,4,1,1,0
New Hampshire,101,510,0,0,0,220,124,37,188,101,16,278,98,12,10,4,2,1,0
Minnesota,95,415,0,0,0,149,96,25,260,116,22,201,120,9,8,2,2,1,0
Iowa,123,415,0,0,0,204,88,34,137,111,11,226,100,10,10,4,2,0,0
Alabama,141,510,0,1,28,308,123,52,247,128,21,152,103,6,7,3,2,1,0
California,75,415,0,1,19,210,90,35,241,87,20,215,102,9,13,3,3,4,0
Massachusetts,126,408,0,1,24,58,125,10,305,90,25,158,73,7,12,6,3,0,0
Florida,153,415,0,0,0,228,102,38,160,136,13,203,109,9,12,2,3,0,0
New Hampshire,97,408,0,1,32,90,87,15,276,113,23,185,107,8,8,6,2,2,1
Indiana,115,408,0,0,0,146,128,24,106,74,9,197,104,8,11,4,3,2,0
Massachusetts,17,415,1,0,0,162,118,27,229,91,19,332,94,14,13,3,3,0,1
New Hampshire,105,415,0,1,20,186,114,31,256,91,21,334,104,15,8,2,2,1,0
Texas,121,415,0,0,0,86,100,14,259,113,22,148,79,6,9,9,2,2,0
North Carolina,125,408,0,0,0,212,89,36,215,127,18,186,73,8,11,2,3,2,0
Connecticut,124,415,0,0,0,151,98,25,120,119,10,152,81,6,9,2,2,2,0
Louisiana,123,510,0,1,32,212,77,36,251,78,21,208,85,9,6,2,1,3,0
Nevada,124,415,0,0,0,234,61,39,179,111,15,285,117,12,10,6,2,3,0
West Virginia,133,510,0,0,0,176,92,30,187,97,15,196,88,8,6,3,1,2,0
South Carolina,1,415,0,1,26,146,68,24,172,67,14,173,113,7,10,2,2,1,0
Kansas,107,415,0,0,0,260,108,44,102,110,8,129,148,5,9,5,2,1,0
New York,91,415,0,1,20,146,98,24,277,104,23,137,100,6,6,3,1,1,0
Michigan,178,408,1,0,0,124,134,21,141,78,12,268,113,12,11,2,3,2,1
Massachusetts,123,415,0,0,0,209,49,35,237,117,20,239,98,10,9,11,2,1,0
Utah,170,415,0,0,0,285,44,48,167,144,14,260,97,11,8,4,2,1,1
Hawaii,135,415,0,0,0,190,44,32,161,109,13,231,100,10,8,2,2,1,0
Oregon,134,415,0,1,50,208,130,35,132,104,11,136,107,6,11,4,3,2,0
Connecticut,93,415,0,0,0,271,101,46,237,133,20,145,103,6,8,6,2,1,1
Arizona,138,415,0,0,0,240,104,40,144,92,12,125,98,5,11,1,3,0,0
Oregon,159,510,0,0,0,114,98,19,192,101,16,259,108,11,12,5,3,0,0
Delaware,103,415,0,1,34,138,80,23,142,108,12,183,77,8,11,7,3,1,0
Massachusetts,150,408,0,1,27,209,112,35,155,80,13,251,111,11,7,6,1,0,0
Connecticut,37,408,0,0,0,134,98,22,248,130,21,236,113,10,14,2,3,3,0
Arkansas,33,415,1,0,0,164,99,27,153,102,13,123,104,5,6,4,1,0,0
South Dakota,55,415,0,0,0,245,130,41,192,54,16,141,83,6,9,4,2,1,0
Connecticut,107,408,0,0,0,90,90,15,207,109,17,169,96,7,5,5,1,2,0
Mississippi,78,408,0,0,0,108,108,18,209,126,17,222,117,10,7,5,2,1,1
Montana,85,408,0,1,17,89,88,15,233,75,19,165,116,7,9,7,2,4,1
Alaska,61,415,0,1,15,252,106,42,187,69,15,259,137,11,10,3,2,2,0
Ohio,136,408,1,0,0,183,103,31,141,113,12,200,122,9,10,9,2,2,0
Minnesota,135,408,0,0,0,155,100,26,135,84,11,184,82,8,3,9,1,3,0
California,87,415,0,1,19,165,122,28,186,89,15,249,78,11,0,0,0,1,0
Nevada,148,415,0,0,0,279,104,47,201,87,17,280,99,12,7,2,2,2,1
